"index","date","location","speed","position","daytime","weather","class","source direction","mic","channel"
"3792","2019-11-19-07-25","Langewiesener-Strasse","50","3428216","M","D","C","R","SE","34"
"3793","2019-11-13-08-00","Schleusinger-Allee","70","1159592","M","W","C","L","SE","34"
"3794","2019-11-19-15-25","Langewiesener-Strasse","50","2923586","A","D","C","R","SE","34"
"3795","2019-11-18-16-40","Langewiesener-Strasse","50","1006808","A","D","C","R","SE","34"
"3796","2019-11-19-07-25","Langewiesener-Strasse","50","713192","M","D","C","L","SE","34"
"3797","2019-11-13-15-55","Schleusinger-Allee","70","3182984","A","D","C","L","SE","34"
"3798","2019-11-18-15-45","Langewiesener-Strasse","50","605000","A","D","C","L","SE","34"
"3799","2019-11-12-09-00","Schleusinger-Allee","70","2035640","M","W","C","L","SE","34"
"3800","2019-11-18-07-25","Langewiesener-Strasse","50","11906","M","D","C","R","SE","34"
"3801","2019-11-19-15-25","Langewiesener-Strasse","50","2356845","A","D","C","L","SE","34"
"3802","2019-11-13-08-00","Schleusinger-Allee","70","2241416","M","W","C","L","SE","34"
"3803","2019-11-12-16-00","Schleusinger-Allee","70","714872","A","W","C","R","SE","34"
"3804","2019-11-12-09-00","Schleusinger-Allee","70","2958786","M","W","C","L","SE","34"
"3805","2019-11-18-15-45","Langewiesener-Strasse","50","2041544","A","D","C","L","SE","34"
"3806","2019-11-13-08-00","Schleusinger-Allee","70","463880","M","W","C","L","SE","34"
"3807","2019-10-22-15-30","Fraunhofer-IDMT","30","90136","A","D","B","L","SE","34"
"3808","2019-11-18-07-25","Langewiesener-Strasse","50","1371608","M","D","C","L","SE","34"
"3809","2019-11-19-16-30","Langewiesener-Strasse","50","588056","A","D","C","R","SE","34"
"3810","2019-11-19-15-25","Langewiesener-Strasse","50","751512","A","D","C","L","SE","34"
"3811","2019-11-18-16-40","Langewiesener-Strasse","50","1820312","A","D","C","L","SE","34"
"3812","2019-11-18-15-45","Langewiesener-Strasse","50","2490968","A","D","C","R","SE","34"
"3813","2019-11-19-15-25","Langewiesener-Strasse","50","2898904","A","D","C","R","SE","34"
"3814","2019-11-19-07-25","Langewiesener-Strasse","50","3358328","M","D","T","L","SE","34"
"3815","2019-10-23-16-20","Fraunhofer-IDMT","30","1821176","A","D","C","L","SE","34"
"3816","2019-10-23-16-20","Fraunhofer-IDMT","30","2679320","A","D","C","R","SE","34"
"3817","2019-11-19-07-25","Langewiesener-Strasse","50","2124992","M","D","C","R","SE","34"
"3818","2019-11-19-16-30","Langewiesener-Strasse","50","1965008","A","D","C","L","SE","34"
"3819","2019-11-18-15-45","Langewiesener-Strasse","50","1214232","A","D","C","L","SE","34"
"3820","2019-10-23-08-35","Fraunhofer-IDMT","30","3166872","M","D","C","R","SE","34"
"3821","2019-11-19-15-25","Langewiesener-Strasse","50","631557","A","D","C","R","SE","34"
"3822","2019-11-18-16-40","Langewiesener-Strasse","50","1950616","A","D","C","L","SE","34"
"3823","2020-08-29-16-07","Hohenwarte","unknown","278704","M","D","M","R","SE","12"
"3824","2019-11-18-16-40","Langewiesener-Strasse","50","408733","A","D","C","R","SE","34"
"3825","2019-11-13-08-00","Schleusinger-Allee","70","2844248","M","W","C","R","SE","34"
"3826","2019-11-18-15-45","Langewiesener-Strasse","50","170306","A","D","C","L","SE","34"
"3827","2019-11-19-15-25","Langewiesener-Strasse","50","2195133","A","D","C","R","SE","34"
"3828","2019-11-19-08-30","Langewiesener-Strasse","50","26360","M","D","T","L","SE","34"
"3829","2019-11-19-08-30","Langewiesener-Strasse","50","602696","M","D","C","L","SE","34"
"3830","2019-10-22-15-30","Fraunhofer-IDMT","30","3532152","A","D","C","R","SE","34"
"3831","2019-11-19-15-25","Langewiesener-Strasse","50","1635896","A","D","C","R","SE","34"
"3832","2019-11-19-16-30","Langewiesener-Strasse","50","1657400","A","D","C","L","SE","34"
"3833","2019-10-22-16-35","Fraunhofer-IDMT","30","854424","A","D","C","L","SE","34"
"3834","2019-11-19-08-30","Langewiesener-Strasse","50","855512","M","D","C","L","SE","34"
"3835","2019-11-13-15-55","Schleusinger-Allee","70","2665080","A","D","C","R","SE","34"
"3836","2019-10-22-08-40","Fraunhofer-IDMT","30","1665496","M","D","C","R","SE","34"
"3837","2019-11-12-09-00","Schleusinger-Allee","70","3544328","M","W","C","L","SE","34"
"3838","2019-11-13-15-30","Schleusinger-Allee","70","1004909","A","D","C","R","SE","34"
"3839","2019-11-18-16-40","Langewiesener-Strasse","50","474386","A","D","C","R","SE","34"
"3840","2019-11-18-16-40","Langewiesener-Strasse","50","394098","A","D","C","L","SE","34"
"3841","2019-11-18-16-40","Langewiesener-Strasse","50","19480","A","D","C","R","SE","34"
"3842","2019-11-13-08-00","Schleusinger-Allee","70","302120","M","W","C","L","SE","34"
"3843","2019-11-13-15-55","Schleusinger-Allee","70","2212461","A","D","C","R","SE","34"
"3844","2019-11-18-16-40","Langewiesener-Strasse","50","2093810","A","D","C","R","SE","34"
"3845","2019-11-13-15-55","Schleusinger-Allee","70","1180973","A","D","C","L","SE","34"
"3846","2019-11-19-07-25","Langewiesener-Strasse","50","3578024","M","D","B","L","SE","34"
"3847","2019-11-19-15-25","Langewiesener-Strasse","50","756648","A","D","C","R","SE","34"
"3848","2019-11-12-10-00","Schleusinger-Allee","70","955160","M","W","C","L","SE","34"
"3849","2019-11-12-09-00","Schleusinger-Allee","70","2078936","M","W","C","R","SE","34"
"3850","2020-08-29-12-07","Hohenwarte","unknown","6182193","M","D","M","L","SE","12"
"3851","2019-11-19-15-25","Langewiesener-Strasse","50","1628744","A","D","C","R","SE","34"
"3852","2019-11-18-16-40","Langewiesener-Strasse","50","350082","A","D","C","R","SE","34"
"3853","2019-11-18-15-45","Langewiesener-Strasse","50","1774936","A","D","C","L","SE","34"
"3854","2019-11-12-10-00","Schleusinger-Allee","70","1261837","M","W","C","R","SE","34"
"3855","2019-11-18-15-45","Langewiesener-Strasse","50","732104","A","D","T","L","SE","34"
"3856","2019-11-18-15-45","Langewiesener-Strasse","50","1183768","A","D","C","L","SE","34"
"3857","2019-10-23-16-20","Fraunhofer-IDMT","30","41304","A","D","C","L","SE","34"
"3858","2019-11-19-16-30","Langewiesener-Strasse","50","506144","A","D","C","L","SE","34"
"3859","2019-11-13-15-55","Schleusinger-Allee","70","2102850","A","D","C","R","SE","34"
"3860","2019-11-18-16-40","Langewiesener-Strasse","50","505453","A","D","C","L","SE","34"
"3861","2019-11-13-08-00","Schleusinger-Allee","70","709640","M","W","C","L","SE","34"
"3862","2019-11-18-15-45","Langewiesener-Strasse","50","2419114","A","D","C","L","SE","34"
"3863","2019-11-18-15-45","Langewiesener-Strasse","50","414296","A","D","C","R","SE","34"
"3864","2019-10-23-08-35","Fraunhofer-IDMT","30","954520","M","D","C","L","SE","34"
"3865","2019-11-18-16-40","Langewiesener-Strasse","50","1186952","A","D","C","R","SE","34"
"3866","2019-11-19-07-25","Langewiesener-Strasse","50","914096","M","D","C","R","SE","34"
"3867","2019-11-19-16-30","Langewiesener-Strasse","50","762896","A","D","C","R","SE","34"
"3868","2019-11-12-10-00","Schleusinger-Allee","70","1126733","M","W","C","R","SE","34"
"3869","2019-10-22-15-30","Fraunhofer-IDMT","30","1924952","A","D","C","R","SE","34"
"3870","2019-11-12-10-00","Schleusinger-Allee","70","1010360","M","W","C","L","SE","34"
"3871","2019-11-19-07-25","Langewiesener-Strasse","50","282488","M","D","C","R","SE","34"
"3872","2019-11-13-15-55","Schleusinger-Allee","70","2624866","A","D","C","R","SE","34"
"3873","2019-11-12-16-00","Schleusinger-Allee","70","71864","A","W","C","L","SE","34"
"3874","2019-11-13-15-30","Schleusinger-Allee","70","558274","A","D","T","L","SE","34"
"3875","2019-11-19-16-30","Langewiesener-Strasse","50","865568","A","D","C","R","SE","34"
"3876","2019-11-13-08-00","Schleusinger-Allee","70","3414178","M","W","C","L","SE","34"
"3877","2019-11-12-16-00","Schleusinger-Allee","70","1723832","A","W","C","R","SE","34"
"3878","2019-11-12-16-00","Schleusinger-Allee","70","2071320","A","W","C","R","SE","34"
"3879","2019-11-19-15-25","Langewiesener-Strasse","50","3523693","A","D","C","L","SE","34"
"3880","2019-11-18-15-45","Langewiesener-Strasse","50","744152","A","D","C","R","SE","34"
"3881","2019-11-19-16-30","Langewiesener-Strasse","50","1858544","A","D","T","L","SE","34"
"3882","2019-11-12-16-00","Schleusinger-Allee","70","1673432","A","W","C","R","SE","34"
"3883","2019-11-19-07-25","Langewiesener-Strasse","50","1558472","M","D","C","R","SE","34"
"3884","2019-11-12-16-00","Schleusinger-Allee","70","727736","A","W","C","R","SE","34"
"3885","2019-11-19-15-25","Langewiesener-Strasse","50","2515714","A","D","C","R","SE","34"
"3886","2019-11-18-16-40","Langewiesener-Strasse","50","2221527","A","D","C","L","SE","34"
"3887","2019-11-12-09-00","Schleusinger-Allee","70","466626","M","W","C","L","SE","34"
"3888","2019-11-13-15-55","Schleusinger-Allee","70","3237344","A","D","C","R","SE","34"
"3889","2019-11-19-08-30","Langewiesener-Strasse","50","728024","M","D","C","R","SE","34"
"3890","2019-11-18-16-40","Langewiesener-Strasse","50","583293","A","D","C","R","SE","34"
"3891","2019-11-19-15-25","Langewiesener-Strasse","50","938312","A","D","C","R","SE","34"
"3892","2019-11-18-15-45","Langewiesener-Strasse","50","532616","A","D","T","R","SE","34"
"3893","2019-11-13-15-55","Schleusinger-Allee","70","2678893","A","D","T","L","SE","34"
"3894","2019-11-13-15-55","Schleusinger-Allee","70","1810648","A","D","C","R","SE","34"
"3895","2019-11-19-15-25","Langewiesener-Strasse","50","1224647","A","D","C","R","SE","34"
"3896","2019-11-19-08-30","Langewiesener-Strasse","50","1378647","M","D","C","R","SE","34"
"3897","2019-11-19-15-25","Langewiesener-Strasse","50","25581","A","D","C","L","SE","34"
"3898","2019-11-19-16-30","Langewiesener-Strasse","50","1324496","A","D","C","L","SE","34"
"3899","2019-11-13-15-55","Schleusinger-Allee","70","2198978","A","D","C","R","SE","34"
"3900","2019-11-19-07-25","Langewiesener-Strasse","50","443528","M","D","C","R","SE","34"
"3901","2019-11-18-07-25","Langewiesener-Strasse","50","442328","M","D","B","R","SE","34"
"3902","2019-10-22-15-30","Fraunhofer-IDMT","30","1873656","A","D","C","L","SE","34"
"3903","2019-10-22-16-35","Fraunhofer-IDMT","30","979650","A","D","C","L","SE","34"
"3904","2019-11-13-08-00","Schleusinger-Allee","70","2798925","M","W","T","L","SE","34"
"3905","2019-11-19-08-30","Langewiesener-Strasse","50","1435304","M","D","C","L","SE","34"
"3906","2020-08-29-11-02","Hohenwarte","unknown","1288653","M","D","M","L","SE","12"
"3907","2019-10-23-08-35","Fraunhofer-IDMT","30","2091096","M","D","C","R","SE","34"
"3908","2019-11-19-08-30","Langewiesener-Strasse","50","545360","M","D","C","R","SE","34"
"3909","2020-08-29-12-07","Hohenwarte","unknown","4145960","M","D","M","R","SE","12"
"3910","2020-08-29-16-07","Hohenwarte","unknown","4049456","M","D","M","L","SE","12"
"3911","2019-11-18-07-25","Langewiesener-Strasse","50","427416","M","D","C","R","SE","34"
"3912","2020-08-29-12-07","Hohenwarte","unknown","1903800","M","D","M","R","SE","12"
"3913","2019-11-13-15-55","Schleusinger-Allee","70","1134045","A","D","C","R","SE","34"
"3914","2019-11-18-15-45","Langewiesener-Strasse","50","780968","A","D","C","R","SE","34"
"3915","2019-10-23-08-35","Fraunhofer-IDMT","30","1862168","M","D","C","R","SE","34"
"3916","2019-11-18-16-40","Langewiesener-Strasse","50","1988824","A","D","B","R","SE","34"
"3917","2019-11-19-15-25","Langewiesener-Strasse","50","1099864","A","D","C","R","SE","34"
"3918","2019-11-12-09-00","Schleusinger-Allee","70","1169858","M","W","C","L","SE","34"
"3919","2019-11-19-15-25","Langewiesener-Strasse","50","1827944","A","D","C","R","SE","34"
"3920","2019-11-19-16-30","Langewiesener-Strasse","50","325712","A","D","C","R","SE","34"
"3921","2019-11-19-15-25","Langewiesener-Strasse","50","1855400","A","D","C","R","SE","34"
"3922","2019-11-13-08-00","Schleusinger-Allee","70","3078178","M","W","C","L","SE","34"
"3923","2020-08-29-16-07","Hohenwarte","unknown","276327","M","D","M","R","SE","12"
"3924","2019-10-22-08-40","Fraunhofer-IDMT","30","619714","M","D","C","R","SE","34"
"3925","2019-11-13-15-55","Schleusinger-Allee","70","795000","A","D","C","L","SE","34"
"3926","2019-11-13-15-30","Schleusinger-Allee","70","1003288","A","D","C","R","SE","34"
"3927","2019-11-18-15-45","Langewiesener-Strasse","50","2644472","A","D","C","L","SE","34"
"3928","2019-10-22-08-40","Fraunhofer-IDMT","30","169453","M","D","C","R","SE","34"
"3929","2019-11-12-16-00","Schleusinger-Allee","70","2115266","A","W","T","R","SE","34"
"3930","2019-11-19-15-25","Langewiesener-Strasse","50","1879160","A","D","T","L","SE","34"
"3931","2019-10-23-16-20","Fraunhofer-IDMT","30","2777282","A","D","C","R","SE","34"
"3932","2019-11-18-16-40","Langewiesener-Strasse","50","316706","A","D","C","R","SE","34"
"3933","2019-11-18-07-25","Langewiesener-Strasse","50","728888","M","D","C","R","SE","34"
"3934","2019-11-18-07-25","Langewiesener-Strasse","50","1185944","M","D","C","L","SE","34"
"3935","2019-11-18-16-40","Langewiesener-Strasse","50","1090760","A","D","T","L","SE","34"
"3936","2019-11-19-07-25","Langewiesener-Strasse","50","2937776","M","D","C","R","SE","34"
"3937","2019-11-18-07-25","Langewiesener-Strasse","50","420120","M","D","T","R","SE","34"
"3938","2019-11-19-07-25","Langewiesener-Strasse","50","2085080","M","D","C","R","SE","34"
"3939","2019-10-22-15-30","Fraunhofer-IDMT","30","601858","A","D","C","L","SE","34"
"3940","2019-11-13-08-00","Schleusinger-Allee","70","1123352","M","W","C","R","SE","34"
"3941","2019-11-13-08-00","Schleusinger-Allee","70","273048","M","W","C","L","SE","34"
"3942","2019-11-19-07-25","Langewiesener-Strasse","50","2501216","M","D","C","R","SE","34"
"3943","2019-11-19-08-30","Langewiesener-Strasse","50","1223288","M","D","C","L","SE","34"
"3944","2019-11-19-16-30","Langewiesener-Strasse","50","1626440","A","D","C","R","SE","34"
"3945","2019-11-12-10-00","Schleusinger-Allee","70","1164813","M","W","C","R","SE","34"
"3946","2019-11-12-16-00","Schleusinger-Allee","70","1387352","A","W","C","R","SE","34"
"3947","2019-11-19-07-25","Langewiesener-Strasse","50","3369416","M","D","C","R","SE","34"
"3948","2019-11-12-09-00","Schleusinger-Allee","70","693613","M","W","C","L","SE","34"
"3949","2019-11-19-16-30","Langewiesener-Strasse","50","1932752","A","D","C","R","SE","34"
"3950","2019-10-23-08-35","Fraunhofer-IDMT","30","3082136","M","D","C","L","SE","34"
"3951","2019-11-13-08-00","Schleusinger-Allee","70","686216","M","W","C","L","SE","34"
"3952","2019-11-19-07-25","Langewiesener-Strasse","50","1338560","M","D","C","R","SE","34"
"3953","2019-11-19-15-25","Langewiesener-Strasse","50","1135160","A","D","C","L","SE","34"
"3954","2019-11-12-09-00","Schleusinger-Allee","70","3535448","M","W","C","L","SE","34"
"3955","2019-11-19-15-25","Langewiesener-Strasse","50","1920264","A","D","C","R","SE","34"
"3956","2019-11-19-07-25","Langewiesener-Strasse","50","2917184","M","D","C","R","SE","34"
"3957","2019-11-19-08-30","Langewiesener-Strasse","50","500096","M","D","C","R","SE","34"
"3958","2019-11-19-15-25","Langewiesener-Strasse","50","110850","A","D","C","L","SE","34"
"3959","2019-11-19-07-25","Langewiesener-Strasse","50","681751","M","D","C","L","SE","34"
"3960","2019-11-18-15-45","Langewiesener-Strasse","50","2268064","A","D","C","L","SE","34"
"3961","2019-11-18-15-45","Langewiesener-Strasse","50","1026680","A","D","C","L","SE","34"
"3962","2019-11-18-15-45","Langewiesener-Strasse","50","946616","A","D","C","L","SE","34"
"3963","2020-08-29-12-07","Hohenwarte","unknown","6002996","M","D","M","L","SE","12"
"3964","2019-11-13-15-55","Schleusinger-Allee","70","907053","A","D","C","R","SE","34"
"3965","2019-11-19-08-30","Langewiesener-Strasse","50","1185480","M","D","C","R","SE","34"
"3966","2019-10-23-08-35","Fraunhofer-IDMT","30","1255192","M","D","C","L","SE","34"
"3967","2019-11-19-15-25","Langewiesener-Strasse","50","1773960","A","D","C","L","SE","34"
"3968","2019-11-19-16-30","Langewiesener-Strasse","50","1333400","A","D","C","R","SE","34"
"3969","2019-11-12-10-00","Schleusinger-Allee","70","1272290","M","W","C","R","SE","34"
"3970","2019-11-19-16-30","Langewiesener-Strasse","50","1233752","A","D","C","L","SE","34"
"3971","2019-10-23-08-35","Fraunhofer-IDMT","30","3101464","M","D","C","R","SE","34"
"3972","2019-11-19-16-30","Langewiesener-Strasse","50","1255280","A","D","C","R","SE","34"
"3973","2019-11-13-08-00","Schleusinger-Allee","70","1640936","M","W","C","R","SE","34"
"3974","2019-11-19-16-30","Langewiesener-Strasse","50","1095056","A","D","C","R","SE","34"
"3975","2019-11-19-07-25","Langewiesener-Strasse","50","3132200","M","D","C","L","SE","34"
"3976","2019-11-19-08-30","Langewiesener-Strasse","50","271423","M","D","T","R","SE","34"
"3977","2019-11-13-15-55","Schleusinger-Allee","70","3265928","A","D","C","L","SE","34"
"3978","2019-11-19-15-25","Langewiesener-Strasse","50","3474050","A","D","C","R","SE","34"
"3979","2019-11-18-07-25","Langewiesener-Strasse","50","1711880","M","D","C","L","SE","34"
"3980","2019-11-12-09-00","Schleusinger-Allee","70","888877","M","W","C","R","SE","34"
"3981","2019-10-22-08-40","Fraunhofer-IDMT","30","609133","M","D","C","R","SE","34"
"3982","2020-08-29-12-07","Hohenwarte","unknown","6055078","M","D","M","L","SE","12"
"3983","2019-11-18-16-40","Langewiesener-Strasse","50","728408","A","D","C","L","SE","34"
"3984","2019-11-12-10-00","Schleusinger-Allee","70","530146","M","W","C","R","SE","34"
"3985","2019-11-19-16-30","Langewiesener-Strasse","50","423080","A","D","C","R","SE","34"
"3986","2019-10-22-08-40","Fraunhofer-IDMT","30","3154280","M","D","C","L","SE","34"
"3987","2019-11-18-16-40","Langewiesener-Strasse","50","98552","A","D","T","L","SE","34"
"3988","2019-11-13-15-55","Schleusinger-Allee","70","2469143","A","D","T","R","SE","34"
"3989","2019-11-18-07-25","Langewiesener-Strasse","50","105026","M","D","C","L","SE","34"
"3990","2019-11-19-08-30","Langewiesener-Strasse","50","1623416","M","D","C","R","SE","34"
"3991","2019-10-23-16-20","Fraunhofer-IDMT","30","1624568","A","D","C","L","SE","34"
"3992","2019-10-22-16-35","Fraunhofer-IDMT","30","678488","A","D","C","L","SE","34"
"3993","2019-11-18-16-40","Langewiesener-Strasse","50","1113512","A","D","T","L","SE","34"
"3994","2019-11-18-15-45","Langewiesener-Strasse","50","1628184","A","D","T","L","SE","34"
"3995","2019-11-19-08-30","Langewiesener-Strasse","50","145304","M","D","C","L","SE","34"
"3996","2019-11-19-16-30","Langewiesener-Strasse","50","1841600","A","D","C","L","SE","34"
"3997","2019-11-18-15-45","Langewiesener-Strasse","50","1897194","A","D","C","R","SE","34"
"3998","2019-11-18-16-40","Langewiesener-Strasse","50","641373","A","D","C","R","SE","34"
"3999","2019-11-13-15-55","Schleusinger-Allee","70","53752","A","D","C","R","SE","34"
"4000","2019-11-19-08-30","Langewiesener-Strasse","50","1190376","M","D","C","R","SE","34"
"4001","2019-11-12-16-00","Schleusinger-Allee","70","1215416","A","W","T","R","SE","34"
"4002","2019-11-19-15-25","Langewiesener-Strasse","50","2167053","A","D","C","R","SE","34"
"4003","2019-11-18-15-45","Langewiesener-Strasse","50","2800280","A","D","T","L","SE","34"
"4004","2019-11-13-15-30","Schleusinger-Allee","70","35159","A","D","C","L","SE","34"
"4005","2019-11-19-07-25","Langewiesener-Strasse","50","1134824","M","D","C","L","SE","34"
"4006","2020-08-29-14-02","Hohenwarte","unknown","871544","M","D","M","R","SE","12"
"4007","2019-11-18-07-25","Langewiesener-Strasse","50","1382119","M","D","C","R","SE","34"
"4008","2019-11-12-10-00","Schleusinger-Allee","70","1259672","M","W","C","R","SE","34"
"4009","2019-11-19-16-30","Langewiesener-Strasse","50","1150256","A","D","C","L","SE","34"
"4010","2019-11-13-15-30","Schleusinger-Allee","70","1079064","A","D","C","R","SE","34"
"4011","2019-11-12-16-00","Schleusinger-Allee","70","327320","A","W","C","R","SE","34"
"4012","2019-11-13-08-00","Schleusinger-Allee","70","3185176","M","W","C","L","SE","34"
"4013","2019-11-19-15-25","Langewiesener-Strasse","50","2618328","A","D","C","R","SE","34"
"4014","2019-11-19-15-25","Langewiesener-Strasse","50","1580584","A","D","C","L","SE","34"
"4015","2019-11-13-15-55","Schleusinger-Allee","70","3273666","A","D","C","L","SE","34"
"4016","2019-11-18-07-25","Langewiesener-Strasse","50","1229048","M","D","T","R","SE","34"
"4017","2019-11-19-15-25","Langewiesener-Strasse","50","3566360","A","D","C","R","SE","34"
"4018","2019-11-12-16-00","Schleusinger-Allee","70","1432973","A","W","C","R","SE","34"
"4019","2019-11-19-07-25","Langewiesener-Strasse","50","307832","M","D","C","R","SE","34"
"4020","2019-11-19-07-25","Langewiesener-Strasse","50","2324384","M","D","C","L","SE","34"
"4021","2019-11-19-07-25","Langewiesener-Strasse","50","3478760","M","D","C","R","SE","34"
"4022","2019-10-22-15-30","Fraunhofer-IDMT","30","3566125","A","D","C","L","SE","34"
"4023","2019-11-19-07-25","Langewiesener-Strasse","50","1727168","M","D","C","L","SE","34"
"4024","2019-11-13-15-30","Schleusinger-Allee","70","1077357","A","D","C","L","SE","34"
"4025","2019-11-18-16-40","Langewiesener-Strasse","50","180216","A","D","T","R","SE","34"
"4026","2019-11-13-15-55","Schleusinger-Allee","70","2100162","A","D","C","R","SE","34"
"4027","2019-10-23-16-20","Fraunhofer-IDMT","30","341767","A","D","C","L","SE","34"
"4028","2019-11-19-07-25","Langewiesener-Strasse","50","1052791","M","D","C","R","SE","34"
"4029","2020-08-29-12-07","Hohenwarte","unknown","3339256","M","D","M","R","SE","12"
"4030","2019-11-18-07-25","Langewiesener-Strasse","50","1107128","M","D","C","L","SE","34"
"4031","2019-11-13-08-00","Schleusinger-Allee","70","270872","M","W","T","L","SE","34"
"4032","2019-11-19-07-25","Langewiesener-Strasse","50","1402160","M","D","C","R","SE","34"
"4033","2019-11-18-16-40","Langewiesener-Strasse","50","265522","A","D","C","R","SE","34"
"4034","2019-10-22-15-30","Fraunhofer-IDMT","30","650690","A","D","C","R","SE","34"
"4035","2019-11-19-07-25","Langewiesener-Strasse","50","391448","M","D","C","R","SE","34"
"4036","2019-11-12-16-00","Schleusinger-Allee","70","1094839","A","W","C","L","SE","34"
"4037","2019-11-18-16-40","Langewiesener-Strasse","50","740696","A","D","C","R","SE","34"
"4038","2019-11-19-15-25","Langewiesener-Strasse","50","1230424","A","D","T","R","SE","34"
"4039","2019-10-23-16-20","Fraunhofer-IDMT","30","1799192","A","D","C","R","SE","34"
"4040","2019-11-13-08-00","Schleusinger-Allee","70","3408952","M","W","C","L","SE","34"
"4041","2019-10-23-08-35","Fraunhofer-IDMT","30","1640920","M","D","C","R","SE","34"
"4042","2019-11-13-08-00","Schleusinger-Allee","70","1919192","M","W","T","R","SE","34"
"4043","2019-11-19-15-25","Langewiesener-Strasse","50","1514840","A","D","C","L","SE","34"
"4044","2019-11-13-15-55","Schleusinger-Allee","70","3491266","A","D","C","R","SE","34"
"4045","2020-08-29-12-07","Hohenwarte","unknown","4255536","M","D","M","L","SE","12"
"4046","2020-08-29-14-02","Hohenwarte","unknown","1301553","M","D","M","L","SE","12"
"4047","2019-11-12-16-00","Schleusinger-Allee","70","324056","A","W","C","R","SE","34"
"4048","2019-11-18-15-45","Langewiesener-Strasse","50","1175832","A","D","T","L","SE","34"
"4049","2019-11-12-09-00","Schleusinger-Allee","70","1088536","M","W","C","R","SE","34"
"4050","2019-11-18-16-40","Langewiesener-Strasse","50","1265816","A","D","T","L","SE","34"
"4051","2019-11-18-07-25","Langewiesener-Strasse","50","1057784","M","D","C","R","SE","34"
"4052","2019-11-13-15-55","Schleusinger-Allee","70","1351128","A","D","C","R","SE","34"
"4053","2019-11-19-16-30","Langewiesener-Strasse","50","503408","A","D","C","L","SE","34"
"4054","2019-11-19-16-30","Langewiesener-Strasse","50","752984","A","D","C","L","SE","34"
"4055","2019-11-19-16-30","Langewiesener-Strasse","50","289592","A","D","C","R","SE","34"
"4056","2019-11-18-15-45","Langewiesener-Strasse","50","1096664","A","D","C","R","SE","34"
"4057","2019-11-18-15-45","Langewiesener-Strasse","50","1222253","A","D","T","L","SE","34"
"4058","2019-11-19-15-25","Langewiesener-Strasse","50","1589832","A","D","C","L","SE","34"
"4059","2019-10-22-08-40","Fraunhofer-IDMT","30","2518103","M","D","C","R","SE","34"
"4060","2019-11-19-15-25","Langewiesener-Strasse","50","2228146","A","D","C","L","SE","34"
"4061","2019-11-19-07-25","Langewiesener-Strasse","50","1308824","M","D","C","R","SE","34"
"4062","2019-11-18-07-25","Langewiesener-Strasse","50","928328","M","D","C","L","SE","34"
"4063","2019-11-12-16-00","Schleusinger-Allee","70","1384472","A","W","C","R","SE","34"
"4064","2019-10-22-16-35","Fraunhofer-IDMT","30","305176","A","D","C","L","SE","34"
"4065","2019-11-13-08-00","Schleusinger-Allee","70","2183384","M","W","C","L","SE","34"
"4066","2019-11-19-16-30","Langewiesener-Strasse","50","375896","A","D","C","L","SE","34"
"4067","2019-11-19-15-25","Langewiesener-Strasse","50","2104920","A","D","T","L","SE","34"
"4068","2019-11-13-15-55","Schleusinger-Allee","70","3385282","A","D","C","L","SE","34"
"4069","2019-11-12-16-00","Schleusinger-Allee","70","2148653","A","W","C","R","SE","34"
"4070","2019-11-19-16-30","Langewiesener-Strasse","50","144919","A","D","C","R","SE","34"
"4071","2019-10-23-08-35","Fraunhofer-IDMT","30","1211224","M","D","C","R","SE","34"
"4072","2019-11-19-07-25","Langewiesener-Strasse","50","3416744","M","D","C","L","SE","34"
"4073","2019-11-18-15-45","Langewiesener-Strasse","50","1529496","A","D","C","R","SE","34"
"4074","2019-11-19-07-25","Langewiesener-Strasse","50","818192","M","D","C","R","SE","34"
"4075","2019-11-19-15-25","Langewiesener-Strasse","50","2957613","A","D","C","L","SE","34"
"4076","2019-10-23-16-20","Fraunhofer-IDMT","30","1424493","A","D","T","L","SE","34"
"4077","2019-11-19-07-25","Langewiesener-Strasse","50","1956896","M","D","T","L","SE","34"
"4078","2019-10-23-16-20","Fraunhofer-IDMT","30","2996760","A","D","C","L","SE","34"
"4079","2019-11-19-07-25","Langewiesener-Strasse","50","3581576","M","D","C","L","SE","34"
"4080","2019-11-19-07-25","Langewiesener-Strasse","50","1478600","M","D","C","L","SE","34"
"4081","2019-11-12-09-00","Schleusinger-Allee","70","660760","M","W","C","R","SE","34"
"4082","2019-11-18-15-45","Langewiesener-Strasse","50","2797328","A","D","C","L","SE","34"
"4083","2019-11-18-07-25","Langewiesener-Strasse","50","1412168","M","D","C","L","SE","34"
"4084","2019-11-12-16-00","Schleusinger-Allee","70","1319192","A","W","T","R","SE","34"
"4085","2019-11-18-16-40","Langewiesener-Strasse","50","2457138","A","D","C","L","SE","34"
"4086","2019-10-22-08-40","Fraunhofer-IDMT","30","862829","M","D","C","R","SE","34"
"4087","2019-11-13-08-00","Schleusinger-Allee","70","293815","M","W","C","R","SE","34"
"4088","2019-11-13-15-55","Schleusinger-Allee","70","1539074","A","D","C","R","SE","34"
"4089","2019-11-19-15-25","Langewiesener-Strasse","50","2277976","A","D","C","L","SE","34"
"4090","2019-11-18-16-40","Langewiesener-Strasse","50","1658936","A","D","C","L","SE","34"
"4091","2019-10-22-08-40","Fraunhofer-IDMT","30","1288557","M","D","C","R","SE","34"
